Subject,Start Date,Start Time,End Date,End Time,Location,Description
Street Trash,15/11/2014,05:00,15/11/2014,06:31,Hyde Park Picture House,"By far the funniest film in The American Nightmare programme, Jim Muro's melt movie is still a striking indictment of the state of America in the 80s and examines the plight of Vietnam veterans struggling to cope with post-traumatic stress disorder, alcoholism and homelessness. Against this backdrop the plot focuses around a case of out-of-date [...]

http://www.leedsfilm.com/films/street-trash/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Summat New,08/11/2014,14:00,08/11/2014,16:00,Leeds University,"A selection of short films about people who have stood up against injustice. Some, like the Dagenham Equal Pay strikers, achieved their goals. Others, like the residents of Powderhorn, Minneapolis who are fighting against housing inequality, continue to push back. These films are part of Summat New – a dynamic and thought-provoking all-day event featuring [...]

http://www.leedsfilm.com/films/summat/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Symbol,08/11/2014,20:30,08/11/2014,22:03,City Varieties,"LIFF28's Masters of Film Comedy Day closes with a former LIFF audience favourite and a sublime feat of surreal comic fantasy, the rarely-screened Symbol from cult Japanese filmmaker and performer Hitoshi Matsumoto. A man wakes up and finds himself trapped in a white, empty rectangular room, wearing bright yellow polka dot pyjamas. Meanwhile, in a [...]

http://www.leedsfilm.com/films/symbol-2/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Testament of Youth,05/11/2014,18:00,05/11/2014,20:10,Leeds Town Hall - Victoria Hall,"Filmed primarily in Yorkshire, Testament of Youth is the first big screen adaptation of Vera Brittain's iconic and powerful WW1 memoir. Irrepressible, intelligent and free-minded, Vera Brittain overcomes the prejudices of her family and hometown to win a scholarship to Oxford. With everything to live for, she falls in love with her brother's close friend [...]

http://www.leedsfilm.com/films/testament-youth/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
That Happy Couple,10/11/2014,14:30,10/11/2014,15:53,Hyde Park Picture House,"Luis Garcia Berlanga and Juan Antonio Bardems' joint directorial debut is an engaging, bittersweet comedy colliding soapy melodrama and social realist satire to memorable effect. Film technician Juan pursues get rich quick schemes and his wife Carmen is devoted to radio soap operas. When they win a sweepstake and are chosen by the soap company [...]

http://www.leedsfilm.com/films/happy-couple/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
TheBlue Angel,11/11/2014,13:30,11/11/2014,15:16,Leeds Town Hall - Victoria Hall,"The great Austrian born director Josef von Sternberg began his career in Hollywood but was invited back to Germany at the end of the expressionist period to direct The Blue Angel. There he met the 28 year old Marlene Dietrich and a historic cinematic partnership was born. Silent star Emil Jannings plays the lovelorn Professor [...]

http://www.leedsfilm.com/films/blue-angel/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Blue Angel,16/11/2014,13:30,16/11/2014,15:16,Leeds Town Hall - Victoria Hall,"The great Austrian born director Josef von Sternberg began his career in Hollywood but was invited back to Germany at the end of the expressionist period to direct The Blue Angel. There he met the 28 year old Marlene Dietrich and a historic cinematic partnership was born. Silent star Emil Jannings plays the lovelorn Professor [...]

http://www.leedsfilm.com/films/blue-angel/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Boy and the World,11/11/2014,19:15,11/11/2014,20:35,Everyman Leeds Trinity,"The Boy and the World is a dazzling, hand drawn animation and a kaleidoscopic parable of the globalised economies of the modern world. The tale unfolds through the eyes of a young child from a poor rural area whose father leaves to find work in the big city. The boy goes off in search of [...]

http://www.leedsfilm.com/films/boy-world/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Boy and the World,13/11/2014,17:00,13/11/2014,18:20,Everyman Leeds Trinity,"The Boy and the World is a dazzling, hand drawn animation and a kaleidoscopic parable of the globalised economies of the modern world. The tale unfolds through the eyes of a young child from a poor rural area whose father leaves to find work in the big city. The boy goes off in search of [...]

http://www.leedsfilm.com/films/boy-world/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Boy and the World,14/11/2014,15:00,14/11/2014,16:20,Everyman Leeds Trinity,"The Boy and the World is a dazzling, hand drawn animation and a kaleidoscopic parable of the globalised economies of the modern world. The tale unfolds through the eyes of a young child from a poor rural area whose father leaves to find work in the big city. The boy goes off in search of [...]

http://www.leedsfilm.com/films/boy-world/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
The Canal,14/11/2014,19:00,14/11/2014,20:32,Everyman Leeds Trinity,"The midnight hit at TriBeCa Film Festival, The Canal tells the story of David, a film archivist who discovers from some old film footage that his house was the scene of a grisly murder at the beginning of the last century. When the stability of his family is rocked by the discovery that his wife [...]

http://www.leedsfilm.com/films/canal/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
